product,title,rating,text_review
Where the Crawdads Sing,"Beautiful, evocative, stunning",5.0,"Could not fault this book. It is a rare thing that such a poignant beautiful tale comes along. I couldn’t put it down - I was hooked. Beautifully written, evocative, stunning first novel. I felt like I was there."
Where the Crawdads Sing,A beautiful novel,5.0,"I started this book thinking it wasnt going to be my cup of tea, I normally go for really creepy thrillers!! I'm so glad I stepped outside of my comfort zone. Where the crawdads sing has opened up a whole new experience of reading for me. This book is so beautifully written and the scenery and characters almost seem to jump out of the pages so you can picture it all playing out right in front of you. I cant give the author enough praise, truly one of my favourite reads ever!!"
Where the Crawdads Sing,Bloody Marvellous. Truly Addictive. Absolutely Beautiful!,5.0,I tend to read in bed and most mornings whilst reading this book I found myself unable to stop talking to my husband about the fascinating things I had learnt the previous night. I also feel I must emphasis the grace with which the story is told. It caused me to stop and appreciate the beauty of the written word many times. All whilst reading a superb and heartfelt crime novel. Books of this calibre don't come along too often. Read it!
Where the Crawdads Sing,Simply beautiful,5.0,"Beautifully written, fabulous story deserves every bit of praise received. I could not put this down. Look forward to more from this author but boy this will be hard to beat!"
Where the Crawdads Sing,This novel is held together by a convincing portrait of the development of  an abandoned child,4.0,Ing portrait of the development of an abandoned child into strong female character. The setting is the marshlands of North Carolina and narrative is driven by a murder mystery.
Where the Crawdads Sing,Truly enchanting,5.0,"I struggled a little at first with the southern dialect and wasn’t sure that I would enjoy this book initially, but I am so glad that I persevered.The story of Kaya growing up after being abandoned by her family is heart wrenching but also warming and the characters she engages with superb!"
Where the Crawdads Sing,There are better books out there!,3.0,"I was very disappointed with this book, so many good reviews but i didn't rate it at all.Nowhere near as detailed as it could have been and very predictable story line."
Where the Crawdads Sing,A stunning book,5.0,"I have never left a book review here but felt I had to. Where the Crawdads Sing is without doubt one of the best books I've read. Written so beautifully with perfect imagery and description, it feels that you are in the story, seeing from Kya's (the main characters) eyes. The novel is all at once, a story of true love, a drama, a murder mystery and an entrancing account of nature and the marshes. This is a wonderful book. So organic and raw, it really is a fantastic read. Highly recommended."
Where the Crawdads Sing,Highly recommend reading,5.0,"Just finished reading this book and really interesting reading, kept me engaged and thought provoking. Covers so many areas: prejudice, discrimination, isolation, resilience, loneliness, attachment. Highly recommend reading."
Where the Crawdads Sing,Beautiful,5.0,"The best book I have read for a long time,so vivid and heart warming,I could see the birds and feel the sea, kyas loneliness made me cry on occasions but her strength name proud. A wonderful story that will stay with me for a very long"
Where the Crawdads Sing,Learn about the marshland of the US with this well researched and touching story,4.0,"Generally, I really enjoyed this book.  Just a gripe about bus times which stretched the plot a bit.  Otherwise an insight into the treatment of white poverty in the states"
Where the Crawdads Sing,Kya the Girl of the Marsh,5.0,"This is a beautiful tale of survival. After being abandoned and left to survive by her own devices Kya reaches out to the marshland’s  wildlife for company. A beautiful, well written account of how nature became a balm for a soul damaged by human betrayal. Her achievement in life is nothing short of a miracle."
Where the Crawdads Sing,"Incredible, original story",5.0,"This is a wonderful story of determination overcoming hardship.  It is painful to read in parts, full of surprises and turns.  It is amazing and original and I really can't recommend it enough."
Where the Crawdads Sing,What a wonderful read,5.0,I'm feeling quite emotional having turned the last virtual page of this first novel. Owens paints a picture with her words. I can't wait to read her next piece of fiction.
Where the Crawdads Sing,"A luminous, unusual and evocative novel",5.0,"'Where the Crawdads Sing' is one of my favourite reads this year.  It is beautifully written, with the North Carolina marsh coast assuming a personality of its own.  Kya, the 'Marsh Girl', abandoned to grow up alone is a unique character, who I empathised with throughout.  It's rare for me to be moved to tears by a novel, but this happened twice in the closing pages.  Her luminous spirit, and her story, will remain with me for a long time."
Where the Crawdads Sing,Loved this book!,5.0,I had to stop myself from reading this in one go! I couldn't put it down and tried to eke out my reading hours to make it last longer. Beautifully written and kept me guessing til the end. Was sad when I finished it
Where the Crawdads Sing,A book to lift your spirits,5.0,The most wonderful book I've read all year. It takes you close to the wonders of nature and the strength of the human spirit. The book sweeps you away from all that we are currently living through. You won't want it to end.
Where the Crawdads Sing,Simply beautiful,5.0,"Simply beautiful.You will love this if you appreciate beautiful prose and crafted narrative. It’s not the story - it’s the writing, and I knew this was awe-inspiring from the first sentence.About 35000 people have rated this book 5 stars - those who haven’t might rightly consider what they might be missing."
Where the Crawdads Sing,Loved it ❤️,5.0,"I think this is one of the best books I have read this year , I was totally lost in it , beautiful descriptions you could almost feel like you were there ... it’s been passed on to all family & friends and everyone thoroughly enjoyed it ❤️"
Where the Crawdads Sing,Review of where the craw dads Sind,5.0,"A good Record of a life where spirit overcomes poverty.  Rely liked this book even though almost everything in it it was different to where I come from, I empathised with her."
Where the Crawdads Sing,Great story,5.0,"This is the only book I've ever read that I wanted to reread it immediately.  Loved it!  Such descriptive writing I felt like I was Kya (the lead character).  I felt her pain, her excitement, her anger.  Highly recommended"
Where the Crawdads Sing,Good as reviews,4.0,I enjoyed this book a deviation from my usual reads.Slightly over descriptive but it does draw you into the characters and environmentsSomewhat predictable but I read in 2 days.
Where the Crawdads Sing,"Stunning, evocative, brilliant",5.0,"If there were 6 stars this novel would deserve it. The brilliant descriptions of the wildlife of the marshes makes them as real as the beautifully portrayed central human characters. But this story also holds a mirror up to all of us, and if we dare, lets us reflect on our own prejudice. All this is wrapped up in a heart stopping suspense thriller of the best kind."
Where the Crawdads Sing,Kept me reading for the first time in 2 years,5.0,"Best book I can remember. Just could not put it down and very sad to finish it. Not the normal book I would go for, but definitely the best. Would highflying recommend."
Where the Crawdads Sing,4* read,4.0,"A book out of my usual condo zone but what a great, moving book that kept you reading.This covered such an emotional rollercoaster  for the various characters from nurturing to loathing.Would recommend this for others to make you realise just how easy some of us have our lives and how grateful we should be."
Where the Crawdads Sing,I fell in love with this book,5.0,"Whilst the story gets off to a slow start, I gradually fell in love with Kya and the beautiful landscapes of coastal North Carolina. The story draws you into the rhythms of nature and the power of the connection between humans and the natural world. This is juxtaposed with the cruelty and horror of man’s prejudice and discrimination against perceived difference. A moving portrayal of the journey from rejection to acceptance."
Where the Crawdads Sing,A brilliant and compelling book,5.0,"A wonderful, moving and compelling book that works on many levels... a love story, a mystery and a poetic, timely and inspirational appreciation of the value of connecting with nature."
Where the Crawdads Sing,A diffferent story,5.0,"So different from my usual crime reading material preference.  This was a superbly written story, written by someone who knows her subject well, and with an unexpected conclusion."
Where the Crawdads Sing,Great book!,4.0,I enjoyed this book. Thought it was easy to read and it kept my interest throughout. Not sure about the negative reviews. Enjoyed the descriptions answer general story.
Where the Crawdads Sing,A refreshing different read for all!,5.0,"This beautifully written, full of fascinating detail and accuracy, made me cry twice in sympathy with characters. It comes to a boil about three quarters of the way through and I couldn't put it down. The Marsh Girl as she was called defies all prejudice against her and shows herself to be pure and clear in her lifestyle with an inate love of the wildlife in her marsh. I loved this book."
Where the Crawdads Sing,Fabulous,5.0,Details about the marsh and the survival of a young girl in very hard conditions. Exceptionally emotional to see how the girl goes through pain and loss as she grows into a young woman
Where the Crawdads Sing,Just brilliant,5.0,"I was spellbound by this riveting tale of a life so far removed from the present day , and yet well within living memory . The book fascinates with its background of the natural world set against a crime scene . Beautifully crafted and superbly written , fabulous twists lead to a very satisfactory ending . Wonderful"
Where the Crawdads Sing,excellent book,5.0,This was an unusual story and I was totally immersed in it from the beginning.  Wonderful writing and utterly enchanting. I absolutely loved it and would give more than 5 stars if I could.
Where the Crawdads Sing,Brilliant read,5.0,"A well written and memorable book. I look forward to reading further novels  by this amazing author. Thought provoking, with twists and turns and heart wrenching in places."
Where the Crawdads Sing,Murder in the Marshes,5.0,"This is a wonderful book about some very delicate topics: alcoholism, ostracism, marital abuse, mental illness, child abandonment and revenge to name a few. But it’s also about love and kindness and how survival is possible with the smallest seeds of hope. The plot oscillates between past and present and a murder investigation that will have you riveted. Delia Owens sets the story in the environmentally rich North Carolina marshes. A highly recommended read."
Where the Crawdads Sing,Feel yourself transported!,5.0,I always know within the first chapter whether a book has drawn me in initially I thought the story was good but then all of a sudden I found myself there in the marshes almost like I wasn't reading a book I was experiencing it like an onlooker. I was hooked. I won't ruin the plot but if you pick this title up you will not be disappointed.
Where the Crawdads Sing,A deeply thoughtful whodunnit,5.0,Beautifully written a story of independence and survival. A view into our society and the result of our judgement and how we often incorrectly express our judgement
Where the Crawdads Sing,A stunning story of strength and survival,5.0,This book is an original and engrossing story of a young girl who survives alone with just tendrils of connections to a few people who show her kindness. The narrative involves a murder mystery entwined in lyrical tale of love and survival.Good luck putting it down!
Where the Crawdads Sing,"Beautiful, insightful, heart warming",5.0,This book wraps you up and takes you on a journey through a very different way of life. So easy to picture every detail of her life and every feeling that she had.
Where the Crawdads Sing,Sadness and Joy!,5.0,I loved this book which conveys a sadness out of loneliness but joy out of simple pleasures and interests.  It offers no excuse for the cruelty of prejudice in all it's forms and portrays the kindness of a few accepted and rejected in preference for a solitary life  The marsh is brought to life in this beautifully written novel with twists and turns in the life of a gifted 'orphan'.
Where the Crawdads Sing,Brilliant.,5.0,"Intriguing and  spellbinding.  Believable and devastating, how poor little Kya was treated.  But how things changed for the better.  Then the last piece in place."
Where the Crawdads Sing,The best thing I have read in a long time,5.0,"A beautifully written book, narrating a poignant tale in such a way,  it transports you to the marshes it describes and makes you feel that you have actually been there. The characters are rich and real and the story unfolds right up to the very last page , after which I felt a sense of loss having nothing left to read- I didn’t want the story to end!"
Where the Crawdads Sing,Brilliant,5.0,"Could not put it down. Lovely language and an understanding of nature and ecology. Worth whatever you have to pay. Myself an author, I'm jealous of Delia's skills."
Where the Crawdads Sing,Stick with it!,5.0,"Slow to start because you have to adapt to the dialect, but once it’s clicked in you’ll enter Kya’s world of a strange charm and challenges. I absolutely loved this book. It’s unique and compelling."
Where the Crawdads Sing,JA''S kindle,5.0,"This is the most beautiful book I have ever read. Simply wonderful. Resorcefulness,tenacity,longing are all included in the nature of this writer. Please write another novel. To suffer the prejudice as a six year old child-onwards. I urge everyone to read it. Thank you. JA"
Where the Crawdads Sing,Where the Crawdad's Sing,5.0,"Is a beautiful story.  I could not put it down. The writing is so vivid you feel like you are right there, in the marsh, with Kya. Will recommend to friends and family."
Where the Crawdads Sing,Well written,4.0,Loved this book but not quite 5 stars due to a confusing aspect at the court case - won't say what aspect as would be a spoiler. Nevertheless highly recommended.
Where the Crawdads Sing,A fascinating story of survival and ultimate fulfilment in the swamp lands of Carolina.,5.0,"I could not put this book down and kept reading into the small hours. The combination of the small girls survival against great odds was interesting and inspiring and the kindness from unexpected quarters was very moving.  The description of the swamp land and it’s wildlife was a completely new world for me as I knew nothing about this part of the United States,I could have done without the murder/mystery plot as I think the book could have stood on its own without it."
Where the Crawdads Sing,"A beautiful, almost poetical novel, of love, nature and survival",5.0,"I read this over two nights - often with blurry eyes. I was sobbing with emotion by the end.A powerful love story. Far-fetched and almost mystical at times, but these early irritations were engulfed by the gentle but persistent details of nature’s beauty and the reality of human resilience. A moving novel that will stay with me for some time. Read this book."
Where the Crawdads Sing,Poetic and immersive.,5.0,"This novel’s description is so richly textured the marsh comes alive. I could feel the heat and scent of Kya’s world, hear the calls of the gulls. A truly immersive reading experience. Magnificent"
Where the Crawdads Sing,Beautiful,4.0,It took me some time to get into this book. In the end I paid to get an audio version from that moment I was gripped. I could visualise Kia the Marsh Girl. Her sad lonely existence enriched by her love of nature. The book so eloquently teaches about prejudice and bias against those who are different. It’s set in a time when women and coloureds were seen as inferior. I feel quite bereft that I’ve finished the book. I would recommend
Where the Crawdads Sing,Where the Crawdads Sing,5.0,This book is brilliant. It is beautifully written and the plot so well thought out that I couldn’t put it down.  I have never read a book so quickly before.  I thoroughly enjoyed it.
Where the Crawdads Sing,Exceptional,5.0,"This is an exceptional book, in fact so good I bought  a copy for each of my children to enjoy after I had listened to it on audible. The author really does paint pictures with words and takes her time ensuring that you are 'in the moment' with the main characters every step of the way . Can't recommend it highly enough!"
Where the Crawdads Sing,Loved it,5.0,This book is so different .It is beautifully written and the characters are so real. I am so glad I read the book before a film is released as I can’t imagine a film doing it justice. Kya is an amazing character so beautifully portrayed. This book will last.
Where the Crawdads Sing,Catching,5.0,Intrigued by title but what a surprise! A highly entertaining and well written story about the life of a young girl under special circumstances and a plot twist you don't expect at all. Keep up the good writing Mrs.Owens!!
Where the Crawdads Sing,Beautiful book,5.0,This book has joined my all time favourites list. I absolutely loved the descriptions of the marsh and life within it which was as much a character in the book as any of the people.
Where the Crawdads Sing,Worthy of a read,4.0,"Chosen for our book club read, it scored an average of 8 out of 10.  Written well it placed you in the scene of the marsh but I personally failed to engage with the character and therefore found Some aspects of the story dubious.  It was an excellent choice for a book club read enabling a good discussion and review."
Where the Crawdads Sing,Amazing writing,5.0,Wonderful portrayal of isolation and survival - so many twists and turns. I really identified with Kya and the other characters- their pain and integrity and grit.  The emotion brought tears to my eyes.
Where the Crawdads Sing,Wonderful book. Beautifully written.,5.0,One of my favourite books. Definitely in my top 20!Beautifully descriptive writing.Didn’t want to put it down or for it to end.Can’t wait for her next novel.
Where the Crawdads Sing,Loved it!,5.0,A really enjoyable read.  Such descriptive language is used throughout.  It made me tear up a couple of times and is definitely a book that will stay with me.  I have no doubt I will read it again sometime.
Where the Crawdads Sing,Kate Stannard recommended it. Nuff said.,5.0,"There is pure magic in the pages of this book. I normally read crime thrillers, but a friend - Kate Stannard - recommended it. It takes you to another time and place."
Where the Crawdads Sing,Brilliant book,5.0,"So often, with stories as compelling and engrossing as this, authors don't know how to end, or an ending is unsatisfactory. Not so here. Can't recommend it enough - brilliant book."
Where the Crawdads Sing,Outstanding,5.0,This is an extraordinary book which ticks all the boxes.  it is perhaps a little unlikely and some of the readers group found the end too pat but this is true of many books.
Where the Crawdads Sing,Swept along like the tides...,5.0,"My goodness what a story. It has been many years since I have been so absorbed in a novel, the natural world beautifully described, the convergence of the past and more recent events wonderfully builds the tension, the sense of isolation from humanity but not from the creatures of the marsh all makes this a  great read. 5 + mavericktendency stars for this one!"
Where the Crawdads Sing,"Spectacular!,,",5.0,"What a beautifully written story.  I really enjoyed the development of each character, how the story steadily progressed and drew you in. I actually cried at one point reading this! Thank you!"
Where the Crawdads Sing,Brilliant,5.0,"Really loved this book- It was chosen by our book club and achieved the highest score out of all the books we have read. Lovely story, could not put it down."
Where the Crawdads Sing,Good satisfying read,5.0,"Enjoyed this book a lot more than I thought I would when I started it.  It drew me in to the heroine's world, until I was really rooting for her.  Loved the knowledge of nature that was imparted to me as I read.  Kept me guessing right to the end."
Where the Crawdads Sing,Loved following the character's journey,5.0,"Just finished reading this and absolutely loved it, the book follows Kya's journey in such detail. It feels as if you are living in the marsh, walking along the beaches and feeding the gulls with her. Recommending to all my friends!"
Where the Crawdads Sing,A fantastic read,5.0,"I loved this book. The descriptions were so powerful that you were there in the story; you could hear the sounds, smell the smells, be with the characters. The plot was good and the characters believable.The only thing that I disliked about it was that I finished it!"
Where the Crawdads Sing,A most wonderful read.,5.0,Beautifully written. Delightful in al respects. For a first novel this is a huge achievement. I was saddened when I finished reading it. Well worthy of a prize.
Where the Crawdads Sing,Slow to start but a page turner by the end,4.0,I found it hard to get into the book but I was hooked by about half way through and read the second half in a day. A lovely tale. Recommended read.
Where the Crawdads Sing,Fabulous Book,5.0,"This story is beautifully written with lots of description, that takes your right into the heart of the swamp where the crawdads sing.  I absolutely loved it and will come back to it again."
Where the Crawdads Sing,Loved this book,5.0,"This is one of the best novels I've read for a long time.  I loved the writing, the mood of it, and it stayed with me long after I'd finished reading.  I even shed a few tears."
Where the Crawdads Sing,Not for me,2.0,Unfortunately I couldn't get through this story although reading so many great reviews. The language includes lots of descriptive words of nature which is not my favourite part of a book. Quite bizarre story.
Where the Crawdads Sing,The twist at the end! You know but you don’t!,5.0,Unusual story of child neglect and abuse in a swamp/marshland setting. It is a tale of survival and loss. I can’t wait to see it on screen with Daisy Edgar-Jones (Normal People) in the lead role.
Where the Crawdads Sing,An unexpected gem,5.0,"December’s Book Club choice and what a brilliant, wonderful, emotional story... the second half I read in one hit and I loved everything about the outcomeA great, great read"
Where the Crawdads Sing,Simply just a great read beautifully written,5.0,"Read in a couple of sessions, just transports you to the marsh and lagoons. Beautifully written, gripping, a joy. Really recommend for a great holiday read."
Where the Crawdads Sing,A unique read,5.0,"Not my usual preferred genre, this book was recommended by a friend. Beautifully written, I was intrigued by the main protagonist, her challenges, and the story of her life. A really surprising finale. A must read for all true literature lovers."
Where the Crawdads Sing,An Amazing Book,5.0,"A really great book, such a haunting and beautiful story. And wow, what an ending! I couldn’t put this book down and read it so quickly, I really loved it."
Where the Crawdads Sing,Mesmerising,5.0,From the beginning was totally mesmerised by this book. Beautifully written and felt as if I was there exploring the swamp.interesting twists and turns that held my attention right to the end
Where the Crawdads Sing,Beautiful but flawed,4.0,I very much enjoyed this novel but I did have some issues. Like everything of beauty it wasn't perfect. However well worth a read and I will still be thinking of Kya and her plight for months to come. Oh and the ending was unexpected
Where the Crawdads Sing,Brilliant read.,5.0,"This is the best book I have read during the past year.  A truly great read, brilliantly written, amazing detail of the environment, couldn't put it down."
Where the Crawdads Sing,Great book,5.0,Once you get used to the style of writing this is a great book and very well written. Very descriptive so captures imagination. Definitely one to pass around
Where the Crawdads Sing,Special and outstanding book,5.0,One of the best reads ever. Storyline and characters were enthralling. Will recommend this book to all friends because it is amazing. Definitely a must read.
Where the Crawdads Sing,fiction at its best,5.0,if you want factual books dont read fiction. as unbelievable as this story is to some people i think they miss the point ITS FICTION..its  a beautifully written book that takes you somewhere else the descriptions of the characters the places and the story line and even the unexpected twist is greati thoroughly enjoyed it could not put it down and highly recommend it
Where the Crawdads Sing,Great book,5.0,"I don't read as much as I would like, so do enjoy a good book when I find the time - this was a great story and well written.  Would not hesitate to recommend."
Where the Crawdads Sing,Beautiful,5.0,A wonderful story interwoven with nature’s flora and fauna. A story of abandonment of survival of rightness and love. A true book for the soul. Loved it.
Where the Crawdads Sing,A beautifully written book,5.0,A beautifully written book. Could not put it down. Cannot wait for her to write more. It takes A lot to get me off my favourite tv but this book did .
Where the Crawdads Sing,Well thought out book,5.0,"Found the book a little slow to start, but once it took off I was well and truly hooked. Couldn’t put this book down, it was fascinating. Highly recommend this book"
Where the Crawdads Sing,Beautifully written,5.0,"Truly a wonderful read.  You are thrown into the beauty of nature while observing the wildlife. A young girls life, bleak and uncaring, facing more challengers then you could imagine. A journey of resilience, acceptance, love, betrayal & belonging. Beautiful characters really brought to life in this page turner.I haven’t read a book this good in a long while."
Where the Crawdads Sing,Unforgettable!,5.0,"I picked up this book on a whim thinking that I might like it, but I can honestly say this has turned into one of the best books I have read in recent years.So many emotions, twists and turns and so beautifully written that I was disappointed when it came to an end.I think it’s the first book that I would happily pick back up and read again from the start, immediately after finishing it.Outstanding!"
Where the Crawdads Sing,A total joy,5.0,Loved every moment of this compelling story and the characters within it.  It’s good to remember that being different is a position to aspire to and not to hide from ...
Where the Crawdads Sing,Wonderful book,5.0,"This is a beautiful book. Difficult in parts but an amazing tale of life in a small American backwater. A review can’t do it justice - just read it!! I recommend to anyone who likes a well written, thoughtful and thoughtful provoking story. Put me in mind of The Secret Life of Bees a little...if you enjoyed that you will like this."
Where the Crawdads Sing,A materpiece,5.0,I bought this after seeing good reviews on a book group.  It did not disappoint!Not my usual type of book but I loved it.  Didn't want it to end.Read it!
Where the Crawdads Sing,A very moving story and enjoyed it so much till the very end when I found the revalations so out of character and far fetched especially the bus rides. As once a child of nature once myself  and since  helping creatures who needed help most of my life thought the birds or bats may have startled the villain as he hoped to entrap his pray.,4.0,Sadly it spoilt a lovely story for me which I was finding very gripping despite common sense telling me the the child couldnt survive alone so long.
Where the Crawdads Sing,A powerful and profound novel.,5.0,"Beautiful book, unusual, informative and intelligent. It has multiple layers and themes all intertwining effectively. Highly recommended for reading during this Covid epidemic as it questions how human beings choose to live their lives and respond to the world around them."
Where the Crawdads Sing,Worth the read,5.0,Really enjoyed this book. Slightly predictable ending but most books are!The author knows the marsh and the birds and brings it to life.This was a cheap kindle book but really enjoyed it. Would recommend.
Where the Crawdads Sing,Stunning!,5.0,Delia Owens illustrates this World so beautifully. Just want to step away from the humdrum and enter Kya's World. Beautifully written. Couldn't put it down.
Where the Crawdads Sing,One of the best books I’ve read,5.0,What an amazing book. I cried most of it and a few days after. Beautiful portrait of suffering and loneliness..and also of hope and love. Read it!!!
Where the Crawdads Sing,LOVED this book,5.0,This has gone down as one of my favourite books. I really loved the main character Kya. The nature descriptions are lovely and not at all boring- they never feel dragged out or like info dumps.
Where the Crawdads Sing,Now in my All Time Top 5 Favourite Books,5.0,Where the Crawdads Sing is beautifully written.  Such an incredible story.  Enjoyed every minute of it.  So different from the best sellers people are “churning out” these days.
Where the Crawdads Sing,A can't put down read,5.0,"Brilliant book. Learned about a part of the world I didn't know, and a murder mystery as well. Perfect. I bought 2 copies after reading one lent by a friend."
Where the Crawdads Sing,Where the crawdads sing,5.0,"I loved this book. Well written without being too flowery, plenty of content and it’s a book I will definitely return to. I would highly recommend it."
Where the Crawdads Sing,Best Summer Read,5.0,"This book is the best one I have read in a while.  It is beautifully written, unusual and holds a gossamer thread of pure attention to the very end.  Buy it!  I am still thinking about the main character."
Where the Crawdads Sing,Compelling read,5.0,Beautifully written. Not a word out of place.  Believable storyline. You really feel for the main character and become involved in her lifestyle.
Where the Crawdads Sing,Absorbing Read,5.0,A very engaging main character and amazing descriptions of background. Knowing North Carolina I can envisage the setting. I half guessed the outcome because she was so clever but didn't spoil the story.
Where the Crawdads Sing,Where the Crawdads Sing,5.0,A real page turner; needs a bit of ‘willing suspension of disbelief’ but a very good read - don’t want to say much about the end as don’t want to spoil  but very satisfying
Where the Crawdads Sing,A beautiful and mesmerising novel.,5.0,"I thoroughly enjoyed this book and found the characters believable, interesting and relevant.I literally found it difficult to put it down."
Where the Crawdads Sing,Amazing descriptions,5.0,Fabulous descriptions and the characters are well defined. The ending was perhaps a bit puzzling and could have been left just as satisfactorily without the final sting. That was my only complaint.
Where the Crawdads Sing,Such a special book,5.0,"The loveliest book, i was absolutely swept up within it. Not what i would usually read but i adored it, it made my laugh, made me cry. A real journey, absolutely recommend to anyone."
Where the Crawdads Sing,Beautifully written,5.0,"A beautifully written book with such descriptions that held you in that place - the characters so believable for the time , I could not put this down, sad that I have finished I feel a sense of loss !"
Where the Crawdads Sing,Wonderful read,5.0,I waited ages to read this book and I'm not sure why. I absolutely loved it. You get such a sense of the landscape and the characters. It's beautifully written and well developed.
Where the Crawdads Sing,Moving story with environmental theme,5.0,"Great central character, beautifully written making one consider a whole range of issues, from prejudice to the environment, all wrapped up in a mystery. Best read in a long time."
Where the Crawdads Sing,Just beautiful,5.0,"This novel touched me more than a book has done for a long time. It made me cry so many times. Beautifully written, poetic and profound. I loved it"
Where the Crawdads Sing,"You will fall in love with the main character, Kya",4.0,"I absolutely loved this book. To be honest it was a slow starter but just over halfway through I couldn’t put it down. I feel in love with the main character, Kya. I feel in love with all the nature and the wilderness that was described so beautifully throughout the book, it was a beautiful story."
Where the Crawdads Sing,Good read,4.0,"Really enjoyed this.  The only thing bugging me, which I thought was a fixation by the author, ended up a plot twist of sorts, so I'll hush my mouth!"
Where the Crawdads Sing,Where the CRawdads Sing,5.0,I found I took quite a while to get into this book but when I did I was completely wrapped up in it.  It's an amazing story andworth reading.
Where the Crawdads Sing,Fabulous book - different!,5.0,This is the best book I have read in years recommended to 3 friends they have all enjoyed itI did not want it to end ! I’m sure it will be a film !
Where the Crawdads Sing,Reading this book is a must.,5.0,I loved all of it. I forgave Tate in the end but was angry with him for assuming she wouldn't fit in with his academic world.  She never had a chance
Where the Crawdads Sing,Perfect in every way!,5.0,One of the best books I've ever read about loneliness and a human being's resilience to find purpose in adversity and abandonment. Brilliant!
Where the Crawdads Sing,Compelling reading.,5.0,I couldn’t put this book down! You can almost feel the atmosphere in the author’s description of theNorth Carolina Marshes. My heart broke for Kya but rejoiced in her achievements. I don’t want to give too much away but had a good weep in places!! A very good read.
Where the Crawdads Sing,"Stunning story, beautifully written",5.0,"This is an absolutely beautiful book, the images it conjures up are so powerful and real, and you really feel like you are there living the story. It’s a breath of fresh air, a really moving read."
Where the Crawdads Sing,You wil get no sleep,5.0,"I would never chose to read this lind of book, but my I loved it, especially at this time n our lives. The terible isolation that we are going through  as a world . the detail and style perfect"
Where the Crawdads Sing,Really loved this book,5.0,"Its hard to categorise this book as it covers so many different things: loneliness, social issues and the environment.  There is an element of a love story, but its basic theme is how the main character is able to survive against all the odds. I found it gripping from beginning to end"
Where the Crawdads Sing,immerse yourself,5.0,I was surprised by some of the other reviews I thoroughly enjoyed this book I became immersed in it and isn't that what reading is all about
Where the Crawdads Sing,Lovely,5.0,"Refreshing,visually clear and sharp. A sad, reflective story that is painful and searching.I would read another novel from this author"
Where the Crawdads Sing,Amazing book,5.0,I just loved this book. It is beautifully written and a very moving story. The author gives a tremendous feeling of living in the marsh environment and the loneliness of Kay’s life. I would heartily recommend this book to anyone
Where the Crawdads Sing,Simply stunning,5.0,The way she writes is breathtakingly beautiful.  I  fell in love with Kya and the marsh. I really hope to see this story on the big screen.
Where the Crawdads Sing,Hmm Very disappointing,2.0,It started off ok then just went on and on. wanted the story to just get to the point. Got a bit muddled with the characters too. it just didnt flow at all. Sorry.
Where the Crawdads Sing,Extraordinary,5.0,Wonderful and incredible to read. Quality of writing and description is superb. Highly recommended. A wonderful journey in North Carolina.
Where the Crawdads Sing,over-rated,3.0,"Nice to be in the writer's version of a physical environment with which I am not familiar.  But not a lot happens, and what did came as no surprise."
Where the Crawdads Sing,Great piece of work,1.0,This is a great piece of work.  I really enjoyed every page.  I could not put it down.  Best book I have read for some time.  Recommend everyone should read it.
Where the Crawdads Sing,Enjoyable,5.0,"So descriptive, not the usual guessable story plot which is a lovely change. I’m hoping there will be many more books coming from this author."
Where the Crawdads Sing,Wonderful lyrical writing,5.0,I found this one of the most enjoyable tales I have read. The descriptive writing reminded me of James Lee Burke and the characters were very well painted and believable. Excellent
Where the Crawdads Sing,"Powerful, expressive, melancholic and spellbinding",5.0,"Very few books keep me gripped, stay with me after I’ve finished and bring a tear to my eye - this one done all three.Delia Owens is such a powerfully expressive writer - it is only matched by the masterful storytelling.If you only ever read one book in your life read this one - it’s spellbinding."
Where the Crawdads Sing,Bewitching and sad but ultimately heartwarming,5.0,I read this book with trepidation fearing more hurt for Kya at every turn but her personal growth and beauty grew despite all she encountered. As the past approached the present it was gripping and hard to put down. A wonderful book thank you
Where the Crawdads Sing,Much to sing about,5.0,"As an amazing literary work, I found myself totally absorbed in this wonderful story.  Delia has created a world of natural beauty which made my heart sing.She has woven her knowledge intertwined in beautiful prose and left me deeply satisfied that this story was an excellent choice for our reading group.Thank you for all the wildlife facts, feelings and vivid imagery, a really good story line, well done."
Where the Crawdads Sing,Brilliant,5.0,This is a gripping non stop original read.  I havent enjoyed a book so much in a long time.  A bittersweet ending with plenty of twists on the way.
Where the Crawdads Sing,Brilliant,5.0,Highly recommend this book which I could not put down. Stirred many emotions and made me cry. Wildlife and human life all back to basics Brilliant ending.
Where the Crawdads Sing,A story of triumph over adversity,5.0,This book is beautifully written. The style reminiscent of Steinbeck or Harper Lee.  The characters were believable and The reader is drawn into  Kya's world.
Where the Crawdads Sing,Beautifully written,5.0,Such a wonderful book. The characters are beautifully drawn and the descriptions of the marsh and the creatures who inhabit it are just superb. Kya is an amazing character; the account of her life is fascinating and the ending is excellent. Loved it.
Where the Crawdads Sing,Absolutely riveting,5.0,Fantastically written I was totally absorbed from start to finish.  Not my usual genre but I have seldom enjoyed a book as much as this.
Where the Crawdads Sing,Crawdads - great!,5.0,The best book I’ve read for ages - I didn’t want it to end!A must read with lots of twists. I hope you enjoy it as much as I have.
Where the Crawdads Sing,At last a decent read!,5.0,I was fed up with reading very average books and this one was recommended by a friend.  Since then I have recommended it to lots of people.
